date,ret_port,contrib_BBVA.MC,contrib_EDP.LS,contrib_ENEL.MI,contrib_ETE.AT,contrib_EUROB.AT,contrib_FER.MC,contrib_GMAB.CO,contrib_IBE.MC,contrib_MU,contrib_PRY.MI
2025-11-04,-0.004361029838492532,0.0014002057101985836,0.0009383788590524316,0.0016522838472782142,-3.820161165923546e-05,-0.0021495310858069125,0.0010146914544282915,0.0010967194301545215,0.0015085709390355658,-0.0074909403285983184,-0.002293207052575674
2025-11-05,0.010685506859935103,0.0005754232569665149,0.0005811138818915188,-0.000238768799605785,0.0006878770922037956,0.0,0.001376715976352122,-0.0022332374059525514,-8.575774770273082e-05,0.00941810647089605,0.0006040341348861698
2025-11-06,-0.010557295476456828,0.00168790193843559,-0.006540714009409256,-0.0005014516015843025,-0.004402706843776915,0.0007530019247639458,-0.0009911523389345533,0.0013204130700427954,-5.7223700642988666e-05,0.00036857791241325387,-0.0021939418277644
2025-11-07,-0.016244253579218684,-0.002616829196956439,-0.005262172683112357,-0.00032068556568172225,-0.00047642109395639246,-0.0005605714137619318,-0.00077851301972963,-0.0009124646932276245,-0.0007443158289450231,-0.00018143576027161075,-0.004390844323575955
2025-11-10,0.022560921776751813,0.004246376142868898,0.0019282011828215852,0.0004480770025906848,0.0012765248862041255,0.0035074832274479576,0.0010834213408595374,0.0012912795347462115,-8.651129136706841e-05,0.006817723671685295,0.0020483460788945852
2025-11-11,-0.0041125230221898375,0.00188500314836506,-0.00629038617057636,0.0005948262099791708,0.0003938902213355948,0.0006355841502161785,0.0002957111638564442,0.0019761452928609095,0.0005772584573559953,-0.005075542480060429,0.0008949869844775974
2025-11-12,0.015523434920404948,0.0019592959782997314,0.0028624243930144974,-0.0001933352928549573,0.002707176048862872,0.0012331536931179858,0.0011056926767743264,0.0020645464663632093,0.0009757996016579099,0.0016578188976109974,0.0011508624575583754
2025-11-13,-0.00020841237868849814,-0.00013347916064762217,0.00010605075096856468,0.00020510178885653547,0.0006494128257822614,0.003119984568058191,-0.00021875373348985034,-4.334845623511885e-05,0.0004548368387394156,-0.003423671259063524,-0.0009245465416573507
2025-11-14,-0.001500936190154903,-0.0026462199577752805,-2.6483419957706296e-05,0.00026153631930300524,-0.0008350008684827092,-0.0015853208714525016,-0.00047497877987589426,-0.00047707574346216275,0.0003396067001085113,0.004397585795748076,-0.0004545853643082413
2025-11-17,-0.001839300321502799,-0.0015097050271072623,0.00029141264466509627,0.0011682362226318756,0.00022964810706620076,-0.0002342719188117682,-0.0009911523389345533,0.0009595242365307528,0.0006205499219469144,-0.002085144608799351,-0.0002883975606907042
2025-11-18,-0.02657016681861105,-0.00284233691460148,-0.0012415674549149957,-0.000863435862539865,-0.003742248876951794,-0.0035808893236700563,-0.0016311721568514966,-0.0025661770429980745,-0.0008410676799759949,-0.0058628722915556606,-0.0033983992145516294
2025-11-19,0.005558979726235575,0.0009175516925356844,-0.0014441570761493366,-0.003087459619984901,0.0015074641737607504,0.0009129032701170352,0.0007159009723056919,0.002801507106470844,-0.0005371246551785755,-0.0011908242750289348,0.004963218137387317
2025-11-20,-0.00486250588618162,0.0011366014165576173,0.0010851965730330746,0.0006647797836165264,0.0015632443150167949,0.0014777245970839293,0.0017584959504501891,-0.0009471604831040108,0.0007389102180416721,-0.011460689433512332,-0.0008796088233650825
2025-11-21,-0.00444097962731196,-0.0014330326662590409,-0.0005100141622111,-5.792691485315857e-05,0.0003463196631503578,2.9727809013063564e-05,-0.001728474329574813,0.0004789040868837135,-0.0005360819884976804,0.0031424643555300414,-0.004172865480493343
2025-11-24,0.01939433357870567,0.0015676886409780443,0.0006205036483678937,0.0008811295267850095,-0.0002300808937343759,0.0,0.0033673224980661654,0.0016451488047484293,0.00036873412363881453,0.008422251780692435,0.0027516354491632544
2025-11-25,0.0018434736393241231,0.001712120183257855,-0.00034858741626003374,-0.0009540323328220495,0.001114627068535639,5.942395937546726e-05,0.00021726722024552244,-0.00016989310215379558,0.0001978296666868147,0.00028259031383959704,-0.0002678719213808938
2025-11-26,0.020133240737466897,0.0017387613521456587,0.0008610211540701398,0.0006149621156010194,0.0033830707597211824,0.0036526942209790052,0.0007587862171913063,0.002127906861391834,0.0013257163750734532,0.0026914963398072286,0.0029788253414860712
2025-11-27,-0.0024448607794129687,-0.00040698310190584105,0.00032016057261249897,0.0008073431875120644,-0.0004779905098362903,-0.0015190094250947233,-0.0002510472369560323,-0.0008719440571796818,-0.00030628400293411994,0.0,0.0002608937943691566
2025-11-28,0.0032595381986287386,0.00021793921041273062,0.0008510880511145989,9.15467711277649e-05,-0.0002955617073375793,-0.0018913610505682,0.0002516712863192677,0.0003356037054854902,-0.00016757135792507335,0.0028489567047075316,0.0010172265852922075
2025-12-01,0.0031015172617050923,0.0010601385205177899,-0.0007385011469934368,1.1437157587371543e-05,0.0007410971460493995,0.003914206070640341,-0.0007531417108680968,0.0001671434835313967,-0.0013427504552903746,0.0017750219643004204,-0.001733133767769719
2025-12-02,0.0047952263217259155,0.000295907456721384,0.0016738197110070727,0.0005029712927574466,0.0006620746747349026,0.0013131649974397516,0.00039745649347538905,-0.00037533652304021995,0.0008220981888476573,-0.00042544487391624533,-7.148509630122396e-05
2025-12-03,-0.01263222600032586,-0.0006973749367038468,-0.0008363951814803417,-0.0012512540034026053,-0.0023020449159756083,-0.0030435241286255726,0.001331690066609262,-0.000460774482807974,-0.0004499339617907858,-0.002347220198134565,-0.0025753942580138242
2025-12-04,0.003121581653220428,0.0022146966805903475,0.000764284509679443,-0.000241857865968916,0.0005610138988615689,0.00014528382026676427,-0.0004262943666774498,0.0016425379330079304,-0.00048018440167024235,-0.0033825299831539988,0.0023246314282849806
2025-12-05,0.004217443480767972,-0.001162854365622348,-0.0008370422168282436,-0.0005656527378729377,0.0015620838704893183,0.0012476176169854175,-0.0005351160123670216,-0.001239593463580932,0.0002554182221453733,0.004918508722966473,0.0005740738444528714
2025-12-08,0.009179921998447431,0.0004545178430699802,-0.00031649779657123676,-0.00012768934356418817,-0.0002197222042346678,0.0014043554718890592,0.0016138848668947215,0.001006315638544832,-0.00011322653838883261,0.00431255019741103,0.001165433863396733
2025-12-09,-0.0043013395054903964,-0.00013308181621002888,-0.0002116652328228428,-0.00047654862519421804,-0.001541454701667795,0.0,0.0,-0.0019062567964912216,-0.0004534431805849582,0.0023492016317152,-0.0019280907842345323
2025-12-10,0.002662114114014566,0.00023986760689117102,-0.0012195994391354177,-0.0004671066421399628,-0.00048458688848721003,0.0,-0.0014473538270291372,-0.0007841919047300481,-0.0003131398215453149,0.004717194612009956,0.0024210304181805304
2025-12-11,-0.0011004978969424016,0.0023663945963248987,-0.0020126768628935705,0.00039887514836000574,0.0021350569110981554,0.0,-0.0007878969972960966,0.0023316473988411034,-0.0005996629658816491,-0.0020996484618680472,-0.002832586663627202
2025-12-12,-0.00890325604271321,-0.0011430993145536928,0.0013689505759288683,5.842991890538711e-05,-0.0007334905586394992,0.0,0.00046922834301219035,-0.001290930162577715,0.0009766261550396536,-0.007067539306133479,-0.0015414316936949227
2025-12-15,0.006285712128860845,0.0018656799000559376,0.0008914730036799679,0.0016817788755537435,-0.0018472624325466091,0.0,0.0022275123376208454,-8.456713720112544e-05,0.0013087625296605394,-0.0015920104889431234,0.0018343455409806691
2025-12-16,-0.008332064911149625,-0.0013158111491181341,0.0006426940706747957,-0.0009880835315601785,-0.0012044862355343599,0.0,-0.0009140042989007023,-0.0011216278461740833,-0.000758427048501087,-0.002215905723080148,-0.00045641314895572744
2025-12-17,-0.005862297023119096,-0.0006012440790872658,0.0008781430217774691,-0.0018214853410101963,0.0003809905325386597,0.0,-0.0005321227961706348,0.0013939316379205722,-0.00016980874800543176,-0.0031706537123973805,-0.002220047538684888
2025-12-18,0.015283623542050869,0.001972331588315509,0.00029020000182270936,1.1806643442011034e-05,0.0003036347051148878,0.0,-0.0003922765540171961,-0.0006329969593620279,0.0,0.010770173840291965,0.0029607502764430107
2025-12-19,0.015926022305882786,0.0010833310394627732,0.00010522566810058046,0.0013701666070143797,0.001513579964161163,0.0,-0.00039380919259930864,0.00229584585799749,0.001502447106965594,0.0073705547143738505,0.0010786805404062628
2025-12-22,0.005235526239376115,2.552524594456654e-05,-7.883277137886377e-05,-0.0004079217413941664,0.0007455150085535383,0.0,-7.188251405393634e-05,0.0007866017608709775,-0.0007542515620785877,0.004231813982476626,0.0007589588304359609
2025-12-23,0.0009162401294164354,-5.1027851991992633e-05,0.00034189317336572994,0.0007723205421843112,-0.0013319986593253116,0.0,-0.0015465378052303405,0.001886983136054854,0.0008724644239405436,-0.00012202176967692364,9.416494009556495e-05
2025-12-24,0.004012999615375657,-0.00010210732666354206,-0.00015726438796089456,0.0,0.0,0.0,-3.6524719995358416e-05,0.0,0.0003348669650926353,0.003974029084902817,0.0
2025-12-26,-0.0006953038631576692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006953038631576692,0.0
2025-12-29,0.001956399310934853,0.00020442145770928756,0.00042003748259861776,0.0005226198675458208,-0.000937478747380721,0.0,-0.00010960673518329734,-0.0017256993883163244,0.0002225016668586232,0.003547758270388827,-0.00018815456328598012
2025-12-30,0.0017689527977227555,0.0014790210248049101,0.000784320223433579,0.0007279278603710638,-0.0003406852492599472,0.0,0.0005120710481367511,-0.0021709969753350264,0.0006938176174288664,-0.0006234004903986483,0.000706877738541207
2025-12-31,-0.004405418244686428,-0.00015079645686373743,0.00012971397848087661,0.0,-0.0012914291689850679,0.0,-0.0005458875682415676,0.0,5.5130720180487155e-05,-0.0026021497492574185,0.0
2026-01-02,0.026595488917760438,0.0016612046130738511,0.0023060231025538364,0.001411114156046434,0.005964381150775437,0.0,0.0,-0.0008406649307363495,0.000909137959727267,0.011089470629499653,0.004094822236820308
2026-01-05,0.005073173797659017,0.0011885946376678843,0.0008360342344074926,0.0007355137257733412,-0.0004720915315865417,0.0,0.0019392662632181576,0.00012735633890901903,-5.460243833602724e-05,-0.0010933896791864655,0.001866492246792157
2026-01-06,0.016722603856979282,-0.0013215982997652235,0.0008543256314302793,0.0015166642664841124,0.0,0.0,0.0007180398720579041,0.004493207670345118,0.0007103274956280691,0.010568595255120227,-0.0008169580343212051
2026-01-07,0.004530593690602596,-0.0023806746686871392,0.0005980105537079577,0.0007748845168585057,0.001021642373360346,0.0,0.0016755246520847107,0.002013265376420815,0.0013294257098072576,-0.0011915380650502475,0.0006900532421003901
2026-01-08,0.0016766922185440132,0.0010159054134690037,-0.0010156243675404361,1.0980050864088843e-05,0.004984324327197197,0.0059927145833987144,-0.00014027920800277453,-0.0006293731540545132,-0.0002945937681800007,-0.0038918955738786727,-0.004355466084728593
2026-01-09,0.004784682488387072,0.001911001820882989,0.0009758556181411145,-0.00020871371244867877,-0.002339494126366414,-0.0006938013112861861,-0.0015100603101798494,0.001268113722494951,-0.00021487590454821604,0.005827709546745025,-0.00023105285504766273
2026-01-12,-0.001643040104121184,0.001283219247610569,-0.0007682917878885544,0.00023115565485827365,0.0,0.0012897224834660203,0.001319029611242606,-0.0007809476693870735,-0.0027184830807066296,0.00023838307769181565,-0.0017368276410082116
2026-01-13,-0.0011236195550362294,0.0014620643279172811,0.0009239920662563571,-0.0011311973921608548,0.0005988775522012302,-0.0004775519138096994,0.0007038138553240496,-0.0006305375817215903,-0.0008019870280438306,-0.0023601597211898575,0.0005890662801906852
2026-01-14,0.011495363154390745,0.0,7.424807532671192e-05,0.001676989764927101,0.0024863139819489236,0.00026656454057622913,0.0002096924895800839,0.004168753973282178,0.0006132393286369455,-0.0014909323714165663,0.0034904933715291385
2026-01-15,0.007781338773681865,-0.00048039585217746395,0.0009644246663205876,-0.0002840756151959786,0.002562698020456826,0.002259839141965746,0.0004882578860984164,-0.0032929902236878026,-0.0003879012943338162,0.0010377364803087828,0.004913745563926567
2026-01-16,0.01727780088485239,0.00019308100522334718,0.0012738046449177801,0.0012052153939139108,-0.0007995815014128226,0.0020803698349451246,0.00038179376784322933,0.0008268157141093932,0.0015575434979183257,0.00818340673954766,0.002375351787846442
2026-01-19,-0.00818735916597878,-9.635617285753563e-05,-0.0013789607620390413,-0.0037357876437248577,0.002787499438024862,0.0023951192186962064,-0.0005878252050766662,-0.005537115553170867,5.478930820920955e-05,0.0,-0.002088721794040089
2026-01-20,-0.01405541000488839,-0.0007233434768494831,-0.0008584121032951457,-0.001382611432505994,-0.0034634464904232075,-0.0034596929278272294,-0.002365032229116736,-0.0018766826152010808,-0.0009035109060290681,0.0006541675037171198,0.00032315467264243294
2026-01-21,0.010526466833832484,0.00038856856604976674,0.0004699691831875946,-0.001128147956544323,-0.0004399905808529221,0.0012370745775983562,-0.0003205062860682886,0.0038379004833391547,-0.00044200375178561705,0.0069665530960302344,-4.2950497121473097e-05
2026-01-22,0.01758762301939765,0.0022256983299425237,0.002265139589079518,0.00224699785590164,0.000747891007431308,0.0020877839127493043,0.001321815354496568,0.0012241579127892145,0.00044393236434309553,0.002295751974451259,0.0027284547182132184
2026-01-23,-0.0020768874208369173,-0.0011361803731099462,2.4081552466688834e-05,-0.0001803869516706522,-0.00016871198607886867,-0.0008481466247058737,-0.0012695152663605009,0.00048272742623303554,-0.0003038723103778887,0.0005491123820297383,0.0007740047307373508
2026-01-26,0.0031700832398174087,0.0011969969756514495,0.0015891200442898496,0.0010955518580388066,-6.760136600428777e-05,0.000855327233073174,0.0005356822496487503,-0.0008000130584988684,0.00171785311898585,-0.0027867491447963444,-0.00016608467057097016
2026-01-27,0.026750475653861946,0.0014195573600898684,0.001209019282777633,0.0015420246651214422,0.006663082013143644,0.00431551571398046,0.0011367759435144253,0.001897850883562117,0.00046319909439199506,0.005732895833428849,0.0023705548638515124
2026-01-28,-0.00183240403656368,-0.002846400836849773,0.0004451139896833793,-0.00027518230410785783,-0.0007927712795895432,0.0025119459399414496,-0.0014754536385967198,-0.004265994528907724,0.00013562733851291118,0.006437397825623881,-0.001706686542273683
2026-01-29,-0.004044990869140977,4.8017646311086685e-05,-0.0006530870071021864,0.0002538549150795384,-0.002589093045578248,-0.003291354681681371,-0.0007486334661488177,0.0007484748819630635,0.0005959224324860556,0.0001235730169305412,0.0014673344385993606
2026-01-30,-0.005184745224455124,0.002015736369824,-9.390750894894634e-05,0.0006385664328158402,-0.002165676912181544,-0.0012546968300280736,0.0011492768278247951,-0.0018548923961566636,0.0001885089526426253,-0.005060468308728033,0.0012528081484808763
